Company	Company Type	Provider/Cert. ID	Website	Phone Number	more_info
Concept Energy Solutions Limited	Assessor	BREA00011	www.conceptenergy.org	01256 303620	/index.php?option=com_content&view=article&id=132&assessor_id=9247
Harper Vale Limited	Assessor	EESA12063	harpervale.com	0844 5855480	/index.php?option=com_content&view=article&id=132&assessor_id=9202
Retford Property Services Limited	Assessor	STRA10138		01777 702468	/index.php?option=com_content&view=article&id=132&assessor_id=9339
Bierce Technical Services Ltd	Assessor	BSIA29231	www.bierce.co.uk	01480 445 081	/index.php?option=com_content&view=article&id=132&assessor_id=9098
Talk Green Ltd	Assessor	QUIA00037	www.talkgreen.co.uk	0115 8800066	/index.php?option=com_content&view=article&id=132&assessor_id=9151
Go-Green Energy (Group) Ltd	Assessor	STRA10100	www.go-greenenergy.co.uk	0800 043 0191	/index.php?option=com_content&view=article&id=132&assessor_id=9359
Central Gas Maintenance Ltd t/a Heatserve	Assessor	STRA10314	www.heatserve-greendeal.co.uk	01902 858476	/index.php?option=com_content&view=article&id=132&assessor_id=9017
D K Hughes Plumbing Ltd	Assessor	STRA10199		7788727178	/index.php?option=com_content&view=article&id=132&assessor_id=9295
BCA Insulation Ltd	Assessor	BSIA09582		01501 825 682	/index.php?option=com_content&view=article&id=132&assessor_id=9432
GDA Surveys Limited	Assessor	STRA10146		0161 220 1810	/index.php?option=com_content&view=article&id=132&assessor_id=9334
Valley Heating Services Ltd	Assessor	ECMA30037	www.vhsgroup.co.uk	1246580120	/index.php?option=com_content&view=article&id=132&assessor_id=8930
Pro Energy Advice Ltd	Assessor	STRA10284	www.proeauk.com	0800 5404303	/index.php?option=com_content&view=article&id=132&assessor_id=9086
Thrift Energy	Assessor	QUIA00008	www.thriftenergy.co.uk	0191 4875545	/index.php?option=com_content&view=article&id=132&assessor_id=8988
Renewable Planet Ltd	Assessor	STRA10214	www.renewableplanet.co.uk	0161 486 3390	/index.php?option=com_content&view=article&id=132&assessor_id=9285
Munster Energy Limited	Assessor	STRA10182		01454 201 439	/index.php?option=com_content&view=article&id=132&assessor_id=9311
Energize Investments Ltd	Assessor	ECMA30022	www.energizeinvestments.co.uk	1332856355	/index.php?option=com_content&view=article&id=132&assessor_id=8946
Bartram Walker Ltd	Assessor	NAPA21591	www.eshgroup.co.uk	0191 3774570	/index.php?option=com_content&view=article&id=132&assessor_id=9173
Jackson & Son Ltd	Assessor	NICA00118		01706 861162	/index.php?option=com_content&view=article&id=132&assessor_id=9163
Domestic & General Heating Ltd	Assessor	STRA10187	www.gasheatinginstallers.co.uk	01902 405000	/index.php?option=com_content&view=article&id=132&assessor_id=9306
West Coast Energy Scotland Ltd	Assessor	STRA10223		0800 772 0344	/index.php?option=com_content&view=article&id=132&assessor_id=9277
Green Energy Advisor Ltd	Assessor	STRA10105	www.greenenergyadvisor.co.uk	0161 2661055	/index.php?option=com_content&view=article&id=132&assessor_id=9355
Dyson Energy Services Ltd	Assessor	BSIA37963	www.dysonenergyservices.co.uk	01484 406 060	/index.php?option=com_content&view=article&id=132&assessor_id=9426
E Green Energy Ltd	Assessor	STRA10159	www.egreenenergygroup.com	0191 4956253	/index.php?option=com_content&view=article&id=132&assessor_id=9325
MMHG LTD T/A MakeMyHomeGreen	Assessor	STRA10293	www.makemyhomegreen.com	0207 502 0999	/index.php?option=com_content&view=article&id=132&assessor_id=9068
First Choice Energy Systems Ltd	Assessor	QUIA00031	www.fcenergy.co.uk	01792 477033	/index.php?option=com_content&view=article&id=132&assessor_id=9141
Catalyst Orkney	Assessor	QUIA00047	www.green-deal-assessor-orkney.co.uk	01856 701816	/index.php?option=com_content&view=article&id=132&assessor_id=8997
GM Contracts Ltd	Assessor	EESA12068	www.gmenergy.co.uk	01733 689136	/index.php?option=com_content&view=article&id=132&assessor_id=9198
Elvet Construction Consultants	Assessor	BSIA96141	www.elvetconsultants.co.uk/sustainability/green-deal-1-1	01207 524823	/index.php?option=com_content&view=article&id=132&assessor_id=9422
ECH Green Deal Ltd	Assessor	STRA12256		01329 808008	/index.php?option=com_content&view=article&id=132&assessor_id=8934
David Hayes - The Business Agent (South West) Ltd T/A Southernhay Living	Assessor	EESA12097		07788 588125	/index.php?option=com_content&view=article&id=132&assessor_id=9131
Energysave Northwest Ltd	Assessor	STRA10254	www.energysavenorthwest.co.uk	01925 574155	/index.php?option=com_content&view=article&id=132&assessor_id=9249
Green Deal Consulting	Assessor	QUIA00021	www.greendealconsulting.co.uk	0845 0940340	/index.php?option=com_content&view=article&id=132&assessor_id=9009
Synergy Assessment Limited	Assessor	EESA12041	www.synergyassessment.co.uk	0116 2601643	/index.php?option=com_content&view=article&id=132&assessor_id=1340
G2V Limited	Assessor	STRA10252	g2v.uk.com	0844 318 1982	/index.php?option=com_content&view=article&id=132&assessor_id=9251
Haigh Plumbing and Heating Ltd	Assessor	STRA10197	www.haighplumbingandheating.co.uk	01257 424166	/index.php?option=com_content&view=article&id=132&assessor_id=9297
Target EPC Ltd	Assessor	BSIA37212	www.targetepc.com	01902 324 480	/index.php?option=com_content&view=article&id=132&assessor_id=9427
AE Insulation Ltd	Assessor	STRA10276	www.aeenergysolutions.com	02920 362442	/index.php?option=com_content&view=article&id=132&assessor_id=9101
QED Energy	Assessor	ECMA30040	www.qed-energy.com	01225 839 090	/index.php?option=com_content&view=article&id=132&assessor_id=8927
Eco-Residential Ltd	Assessor	STRA10014	www.eco-residential.co.uk	0808 147 1874	/index.php?option=com_content&view=article&id=132&assessor_id=9396
Able Energy Limited	Assessor	EESA12125	www.groupable.co.uk	01205 870604	/index.php?option=com_content&view=article&id=132&assessor_id=8952
The Smith Emsley Partnership Ltd	Assessor	ECMA30047	www.smithemsley.co.uk	0131 6647250	/index.php?option=com_content&view=article&id=132&assessor_id=8920
Sprint Energy	Assessor	NICA00120		07970 508145	/index.php?option=com_content&view=article&id=132&assessor_id=8961
STL Heating & Energy Ltd	Assessor	STRA10033	www.stlheating.co.uk	0800 0086 999	/index.php?option=com_content&view=article&id=132&assessor_id=9387
Midas Group Limited	Assessor	NICA00110	www.midasgroup.co.uk	0117 305 2100	/index.php?option=com_content&view=article&id=132&assessor_id=8967
British Gas New Heating Ltd	Assessor	STRA10007	www.britishgas.co.uk/greendeal	0800 294 5298	/index.php?option=com_content&view=article&id=132&assessor_id=9399
All-Building Energy Solutions	Assessor	STRA10309		07872 333 433	/index.php?option=com_content&view=article&id=132&assessor_id=9035
Hamilton (Building Contractors) Ltd	Assessor	STRA10202	www.hamiltonfirst.co.uk	01274 666166	/index.php?option=com_content&view=article&id=132&assessor_id=9293
EPC Online	Assessor	ECMA30056		2033978220	/index.php?option=com_content&view=article&id=132&assessor_id=9438
WM Donnelly & Company Ltd	Assessor	QUIA00060	www.donnellyuk.com	01355 909000	/index.php?option=com_content&view=article&id=132&assessor_id=9037
Saving Money Solutions	Assessor	QUIA00030	www.savingmoneysolutions.com	01245 321055	/index.php?option=com_content&view=article&id=132&assessor_id=8981
Quidex Limited	Assessor	QUIA00042	www.epc-greendealsassessors.com	0333 1234 248	/index.php?option=com_content&view=article&id=132&assessor_id=8978
Energy Efficiency Consultancy Ltd	Assessor	QUIA00007	www.eeco2greendeal.co.uk	01625 660717	/index.php?option=com_content&view=article&id=132&assessor_id=9140
Marshall and McCourt Plumbing and Heating Contractors Limited	Assessor	BSIA00325	www.marshallandmccourt.co.uk	01642 913 200	/index.php?option=com_content&view=article&id=132&assessor_id=9415
Carbon Active Limited	Assessor	EESA12103		0800 7797550	/index.php?option=com_content&view=article&id=132&assessor_id=9113
Vibrant Energy Matters	Assessor	STRA10041	www.vibrantenergymatters.co.uk	0845 0945192	/index.php?option=com_content&view=article&id=132&assessor_id=9383
Innerleaf Energy Limited	Assessor	EESA12043	www.innerleafenergy.com	0161 8810466	/index.php?option=com_content&view=article&id=132&assessor_id=9216
Community Energy Plus	Assessor	STRA10151	www.cep.org.uk	01872 245566	/index.php?option=com_content&view=article&id=132&assessor_id=9330
Carbon Active Ltd	Assessor	STRA10298	www.nlapropertyservices.org.uk	01433 622051	/index.php?option=com_content&view=article&id=132&assessor_id=9060
TheGreenAge Ltd	Assessor	STRA10070	www.thegreenage.co.uk/register-for-a-green-deal-assessment/	0208 144 0897	/index.php?option=com_content&view=article&id=132&assessor_id=9370
HVA Ltd T/A Just EPC	Assessor	EESA12076	www.collectacase.com	0844 2880043	/index.php?option=com_content&view=article&id=132&assessor_id=9193
Target EPC Ltd	Assessor	EESA37212	www.targetepc.com	01902 324 480	/index.php?option=com_content&view=article&id=132&assessor_id=9435
Capita Business Services Ltd	Assessor	STRA10061	www.capita.co.uk		/index.php?option=com_content&view=article&id=132&assessor_id=9374
City Energy Assessors Ltd	Assessor	STRA10272	www.cityenergyassessors.co.uk	0115 8964030	/index.php?option=com_content&view=article&id=132&assessor_id=9107
Green Eco Grants Ltd	Assessor	STRA10010	www.greenecogrants.org	0800 0787115	/index.php?option=com_content&view=article&id=132&assessor_id=9398
Robert M. Edwards T/A Certa Solutions/RME Trading	Assessor	EESA12124		0333 444 0224	/index.php?option=com_content&view=article&id=132&assessor_id=8957
Castle Green Services Ltd	Assessor	STRA10116	www.castlebs.co.uk	01915 194666	/index.php?option=com_content&view=article&id=132&assessor_id=9352
Solar Future Energy Solutions Limited	Assessor	STRA10324	www.solarfutureenergysolutions.co.uk	07772 309621	/index.php?option=com_content&view=article&id=132&assessor_id=8938
Gener8 Power & Efficiency Ltd	Assessor	STRA10246	www.gener8power.co.uk	0845 450 2494	/index.php?option=com_content&view=article&id=132&assessor_id=9257
EPC Online	Assessor	QUIA00068	www.epconline.co.uk	02033 977383	/index.php?option=com_content&view=article&id=132&assessor_id=9129
Twyford Homes Ltd	Assessor	STRA10101	www.twyfordhomes.com	02392 663385	/index.php?option=com_content&view=article&id=132&assessor_id=9358
Quodox Energy Ltd	Assessor	ECMA30042	www.quodox.co.uk	0208 9085141	/index.php?option=com_content&view=article&id=132&assessor_id=8925
Carillion Plc	Assessor	NICA00106	www.carillionplc.com	0191 676 3000	/index.php?option=com_content&view=article&id=132&assessor_id=9166
YES Energy Solutions	Assessor	STRA10287	www.yesenergysolutions.co.uk	01422 880100	/index.php?option=com_content&view=article&id=132&assessor_id=9081
GreenDeal Pembrokeshire Ltd	Assessor	QUIA00067	www.greendealpembrokeshire.co	01437 763702	/index.php?option=com_content&view=article&id=132&assessor_id=9138
Green Deal Atlantic Ltd	Assessor	STRA10072	www.greendealatlantic.com	01637 873041	/index.php?option=com_content&view=article&id=132&assessor_id=9369
Green Home Systems Limited	Assessor	STRA10265	www.greenhomesystems.co.uk	01563 852 399	/index.php?option=com_content&view=article&id=132&assessor_id=9123
Lifestyle Heating Limited	Assessor	STRA10235	www.lifestyleheating.co.uk	07896 588504	/index.php?option=com_content&view=article&id=132&assessor_id=9267
Infinity Energy Organisation Ltd	Assessor	STRA10012	www.infinityenergyorganisation.com	0203 6384030	/index.php?option=com_content&view=article&id=132&assessor_id=9400
Go Green Partners Ltd	Assessor	NICA00126		0121 4202120	/index.php?option=com_content&view=article&id=132&assessor_id=9157
Gas Elec Safety Systems Ltd t/a Eco-Energi	Assessor	ECMA30038	www.eco-energi.com	1344876672	/index.php?option=com_content&view=article&id=132&assessor_id=8929
JJ Select T/A Energywise	Assessor	BSIA22369	www.energywisescotland.co.uk	01506 426918	/index.php?option=com_content&view=article&id=132&assessor_id=9117
Green Deal Energy Services	Assessor	ECMA30014	www.gdes.co.uk	1253465965	/index.php?option=com_content&view=article&id=132&assessor_id=8959
First Choice Energy Solutions Ltd	Assessor	STRA10271	www.fcenergy.co.uk	01792 477033	/index.php?option=com_content&view=article&id=132&assessor_id=9108
Ecologic Energy	Assessor	BSIA06469	www.ecologic-energy.co.uk	0208 8048151	/index.php?option=com_content&view=article&id=132&assessor_id=9410
Peter O	Assessor	STRA10225	www.ponservices.co.uk	01633 627213	/index.php?option=com_content&view=article&id=132&assessor_id=9275
Low Carbon Exchange Ltd	Assessor	NICA00107	www.lowcarbonexchange.com	01173 591410	/index.php?option=com_content&view=article&id=132&assessor_id=9165
Green Deal Britannia Ltd	Assessor	STRA10093	www.greendealbritannia.co.uk	0113 2686189	/index.php?option=com_content&view=article&id=132&assessor_id=9361
Green Deal West Midlands Ltd	Assessor	STRA10211	www.greendealwestmids.com	0121 453 8332	/index.php?option=com_content&view=article&id=132&assessor_id=9287
Green Deal Assist Ltd	Assessor	STRA10286		0114 258 43 53	/index.php?option=com_content&view=article&id=132&assessor_id=9082
Energy Move Ltd	Assessor	QUIA00057	www.energymove.co.uk	0203 667 3353	/index.php?option=com_content&view=article&id=132&assessor_id=8992
Darren Evans Assessments limited	Assessor	NICA00101	www.darren-evans.co.uk	01454 317 940	/index.php?option=com_content&view=article&id=132&assessor_id=8971
Green Deal Highland	Assessor	ECMA00005	www.greendealhighland.com	07933 728475	/index.php?option=com_content&view=article&id=132&assessor_id=9241
Severn Wye Energy Agency	Assessor	QUIA00003	www.swea.co.uk	0800 5003076	/index.php?option=com_content&view=article&id=132&assessor_id=9156
Marshall & McCourt Plumbing and Heating Contractors Ltd	Assessor	ECMA30057	www.marshallandmccourt.co.uk	1642913200	/index.php?option=com_content&view=article&id=132&assessor_id=9447
Green Deal Your Home Ltd	Assessor	STRA10233	www.GreenDealYourHome.com	01333 429797	/index.php?option=com_content&view=article&id=132&assessor_id=9269
ATC Construction	Assessor	STRA10303	www.atcconstruction.co.uk	01236 888213	/index.php?option=com_content&view=article&id=132&assessor_id=9050
Green Energy Surveyors Limited	Assessor	EESA12092	www.greenenergysurveyors.co.uk	0141 5561989	/index.php?option=com_content&view=article&id=132&assessor_id=9180
Green Consulting (UK) Ltd	Assessor	EESA12057		01384 697649	/index.php?option=com_content&view=article&id=132&assessor_id=9205
Green Deal Eco Solutions	Assessor	NICA00108	www.greendealecosolutions.org	0800 0803088	/index.php?option=com_content&view=article&id=132&assessor_id=8969
VNR Contracting Services Ltd	Assessor	STRA10279	www.vnrcontracting.co.uk	01922 495533	/index.php?option=com_content&view=article&id=132&assessor_id=9096
Green Assessors Limited t/a Green Assessors	Assessor	NAPA21981	www.greenassessors.co.uk	0208 0909694	/index.php?option=com_content&view=article&id=132&assessor_id=9172
Eclipse Renewable Energy	Assessor	QUIA00010	www.eclipseenergy.co.uk	01422 352485	/index.php?option=com_content&view=article&id=132&assessor_id=8986
Energy Review Ltd	Assessor	STRA10054	www.energyreview.org.uk	0845 680 9881	/index.php?option=com_content&view=article&id=132&assessor_id=9378
BYCS Ltd	Assessor	STRA10210	www.bycs.co.uk	01254 790343	/index.php?option=com_content&view=article&id=132&assessor_id=9288
Wheldon Homes Ltd T/A Wheldon Green Deal	Assessor	STRA10064	www.wheldongreendeal.com	01482 634421	/index.php?option=com_content&view=article&id=132&assessor_id=9372
Green4Homes Ltd	Assessor	STRA10092	www.green4homes.co.uk	0203 1953872	/index.php?option=com_content&view=article&id=132&assessor_id=9362
Premier Plumbing & Heating	Assessor	STRA10307	www.a1ecosolutions.co.uk	01289 308469	/index.php?option=com_content&view=article&id=132&assessor_id=9039
Vincentian Homes and Services (VHS) Limited	Assessor	STRA10135	www.svha.co.uk	0161 772 2120	/index.php?option=com_content&view=article&id=132&assessor_id=9341
Green Energy Corporation Ltd	Assessor	QUIA00014	www.greenenergycorporation.co.uk	02393 233292	/index.php?option=com_content&view=article&id=132&assessor_id=8984
Ampere GDP Ltd	Assessor	QUIA00033	www.Ampere-GDP.com	01271 323052	/index.php?option=com_content&view=article&id=132&assessor_id=9003
Origin UK Energy Services Ltd	Assessor	STRA10160	www.originenergyservices.co.uk	013 32343466	/index.php?option=com_content&view=article&id=132&assessor_id=9324
Rite Energy (Scotland) Ltd	Assessor	QUIA00069		0141 2390000	/index.php?option=com_content&view=article&id=132&assessor_id=9078
Mr Green Energy Ltd	Assessor	NICA00111	www.mrgreenenergy.co.uk	0800 3345090	/index.php?option=com_content&view=article&id=132&assessor_id=8966
Alba Insulation Limited	Assessor	EESA12047	www.albainsulation.com	02477 674347	/index.php?option=com_content&view=article&id=132&assessor_id=9213
EMH Housing & Regeneration Ltd, T/A EMH Homes	Assessor	BSIA98214		0844 8929000	/index.php?option=com_content&view=article&id=132&assessor_id=9417
The Green Deal Shop.com Ltd	Assessor	STRA10011	www.greendealshop.com	01492 588282	/index.php?option=com_content&view=article&id=132&assessor_id=9397
Eulinx Energy Services	Assessor	EESA12126	www.eulinxenergyservices.co.uk	1538788083	/index.php?option=com_content&view=article&id=132&assessor_id=8932
Green Consulting UK Ltd	Assessor	STRA10149		01384 697649	/index.php?option=com_content&view=article&id=132&assessor_id=9332
Holt & Hughes	Assessor	QUIA00004		0161 343 1744	/index.php?option=com_content&view=article&id=132&assessor_id=8990
Home Energy & Lifestyle Management Ltd T/A HELMS	Assessor	EESA12028	www.thegreendealpig.com	0141 6417575	/index.php?option=com_content&view=article&id=132&assessor_id=9222
digitalenergy Ltd	Assessor	CIBA00001	www.digitalenergy.org.uk	0845 003 9087	/index.php?option=com_content&view=article&id=132&assessor_id=9242
Concept Insulations Ltd	Assessor	EESA12069	www.conceptinsulations.co.uk	0191 4841110	/index.php?option=com_content&view=article&id=132&assessor_id=9197
MEB Total Limited	Assessor	ECMA00006	www.mebtotal.co.uk	0845 2263233	/index.php?option=com_content&view=article&id=132&assessor_id=9240
Eco Technical Services (UK) Ltd	Assessor	QUIA00055	www.EcoTechnicals.co.uk	0844 5040 250	/index.php?option=com_content&view=article&id=132&assessor_id=8994
Futurum Renewable Energy Systems Limited	Assessor	EESA12056	www.futurumltd.co.uk	01305 755702	/index.php?option=com_content&view=article&id=132&assessor_id=9206
One Stop Facilities Limited	Assessor	ECMA30041	www.onestopenergy.co.uk	07790 595 540	/index.php?option=com_content&view=article&id=132&assessor_id=8926
Carbon Saving Solutions	Assessor	EESA12134	www.carbonsaving.solutions	07815 120 316	/index.php?option=com_content&view=article&id=132&assessor_id=9514
DMS Installations Ltd	Assessor	ECMA00026	www.dmsenergysolutions.co.uk	0141 638 1058	/index.php?option=com_content&view=article&id=132&assessor_id=9038
Andrew Martin Harrington T/A Alnwick Properties	Assessor	EESA12027	www.alnwickproperties.co.uk	01665 604648	/index.php?option=com_content&view=article&id=132&assessor_id=9223
Kwh Renewables Ltd	Assessor	STRA10029		01132 820202	/index.php?option=com_content&view=article&id=132&assessor_id=9389
Logical Insulation Solutions Ltd	Assessor	ECMA30050	www.logicalinsulations.co.uk	1324477090	/index.php?option=com_content&view=article&id=132&assessor_id=8916
Green Deal Ayrshire Ltd	Assessor	ECMA30024	www.greendealayrshire.net	0800 206 1869	/index.php?option=com_content&view=article&id=132&assessor_id=8944
BSMS Ltd	Assessor	QUIA00046	www.bsmslondon.co.uk	0208 5530102	/index.php?option=com_content&view=article&id=132&assessor_id=8998
Energy Saving Solutions (SW) Ltd	Assessor	STRA10300	www.essbritain.co.uk	01752 404050	/index.php?option=com_content&view=article&id=132&assessor_id=9055
Wirral Green Deal Advisors Ltd	Assessor	STRA10069	www.wirralgreendealadvisors.co.uk	0151 3484554	/index.php?option=com_content&view=article&id=132&assessor_id=9371
Foster Renewable Energies Ltd	Assessor	EESA12013	www.fre-ltd.co.uk	01945 466660	/index.php?option=com_content&view=article&id=132&assessor_id=9229
Green Leaf Efficiencies Limited	Assessor	STRA10219	www.glecuk.com	01482 534 234	/index.php?option=com_content&view=article&id=132&assessor_id=9281
Wirral Eco Homes	Assessor	NICA00122		0151 632 1534	/index.php?option=com_content&view=article&id=132&assessor_id=8960
BeExpress Energy Advisors	Assessor	QUIA00036	www.beexpress.co.uk/greendeal	0208 4547375	/index.php?option=com_content&view=article&id=132&assessor_id=9002
